Ligand	ECMp	Barcode	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Spot_PA_SpotCellCountLog2RUVLoess_SE	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess_SE	Spot_PA_SpotCellCount_SE	Well	MEP	CellLine	LigandSet	Ligand1	Ligand2	ECMSet	ECM1	ECM2	ECM3	EndpointDAPI	Endpoint488	Endpoint555	Endpoint647	CellLineAn	Ligand1An	Ligand2An	ECM1An	ECM2An	ECM3An	CellLineLx	Ligand1Lx	Ligand2Lx	ECM1Lx	ECM2Lx	ECM3Lx	395nmLx	488nmLx	555nmLx	640nmLx	750nmLx	Well_Ligand	PinDiameter	Cells_CP_AreaShape_AreaLog2RUVLoess	Cells_CP_AreaShape_CompactnessLog2RUVLoess	Cells_CP_AreaShape_ExtentLog2RUVLoess	Cells_CP_AreaShape_FormFactorLog2RUVLoess	Cells_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cells_CP_AreaShape_MeanRadiusLog2RUVLoess	Cells_CP_AreaShape_MedianRadiusLog2RUVLoess	Cells_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_PerimeterLog2RUVLoess	Cells_CP_AreaShape_SolidityLog2RUVLoess	Cytoplasm_CP_AreaShape_AreaLog2RUVLoess	Cytoplasm_CP_AreaShape_CompactnessLog2RUVLoess	Cytoplasm_CP_AreaShape_ExtentLog2RUVLoess	Cytoplasm_CP_AreaShape_FormFactorLog2RUVLoess	Cytoplasm_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MeanRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MedianRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_PerimeterLog2RUVLoess	Cytoplasm_CP_AreaShape_SolidityLog2RUVLoess	Nuclei_CP_AreaShape_AreaLog2RUVLoess	Nuclei_CP_AreaShape_CompactnessLog2RUVLoess	Nuclei_CP_AreaShape_ExtentLog2RUVLoess	Nuclei_CP_AreaShape_FormFactorLog2RUVLoess	Nuclei_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MaximumRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MeanRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MedianRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_PerimeterLog2RUVLoess	Nuclei_CP_AreaShape_SolidityLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Nuclei_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Nuclei_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Spot_PA_SpotCellCountLog2RUVLoess	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess	Nuclei_PA_Cycle_DNA4NProportionLogitRUVLoess	Nuclei_CP_AreaShape_EccentricityLogitRUVLoess	Spot_PA_SpotCellCount	Spot_PA_ReplicateCount	QA_LowReplicateCount
BMP6	COL2A1|2	LI8X00521	0.08325	0.06454	0.13412	0.06537	0.05515	0.13122	5.215	A02	COL2A1|2_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	COL2A1|2_P02458|2	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-COL2A1|2_P02458|2-EMDMilliporeOwn_CC052_2322552	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	COL2A1|2_P02458|2	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.998	0.15681	-0.6405	-0.5004	5.460	5.511	3.816	2.427	2.349	4.926	4.910	7.075	-0.1246490	7.809	3.141	-2.762	-4.465	5.773	5.511	1.6106	0.16233	-5.480e-03	4.926	5.250	7.938	-2.3291	9.740	0.12905	-0.5940	-0.4161	5.313	5.341	3.714	2.343	2.160	4.778	4.792	6.909	-0.10419	21.20	18.53	11.149	8.327	19.09	20.34	20.51	16.47	11.293	12.65	12.74	8.471	22.87	13.09	7.300	0.348473	-0.3231195	1.2439	149.50	14	FALSE
BMP6	COL3A1|1	LI8X00521	0.07232	0.05138	0.11326	0.05246	0.03400	0.11865	3.175	A02	COL3A1|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	COL3A1|1_P02461|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-COL3A1|1_P02461|1-EMDMilliporeOwn_CC054_2519237	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	COL3A1|1_P02461|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.005	0.15586	-0.6540	-0.4796	5.459	5.537	3.845	2.464	2.362	4.938	4.949	7.105	-0.1197113	7.908	3.010	-2.749	-4.368	5.759	5.537	1.7091	0.27387	-2.679e-04	4.938	5.271	7.948	-2.2760	9.691	0.12451	-0.5991	-0.4048	5.294	5.366	3.757	2.357	2.175	4.805	4.832	6.884	-0.10046	21.34	18.63	11.232	8.425	19.39	20.58	20.68	16.78	11.415	12.69	12.69	8.554	22.80	13.11	7.236	0.214268	-0.2039208	1.2797	147.00	15	FALSE
BMP6	COL4	LI8X00521	0.09156	0.07081	0.11392	0.06897	0.03247	0.11042	3.433	A02	COL4_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	COL4_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	proteinset-COL4_Own-SigmaAldrichOwn_C5533_044M410V	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	COL4_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.891	0.13958	-0.6491	-0.4722	5.410	5.461	3.800	2.415	2.351	4.895	4.886	7.025	-0.1189593	7.742	3.140	-2.789	-4.419	5.729	5.461	1.4140	0.14470	6.368e-03	4.895	5.242	7.889	-2.3173	9.629	0.12060	-0.5892	-0.3970	5.255	5.306	3.694	2.325	2.116	4.747	4.768	6.831	-0.09825	21.02	18.52	11.061	8.442	19.04	20.31	20.45	16.42	11.247	12.66	12.71	8.590	22.64	13.11	7.344	0.487019	-0.5028964	1.1799	159.00	15	FALSE
BMP6	COL5A1	LI8X00521	0.07635	0.06741	0.12617	0.06622	0.05684	0.09412	5.968	A02	COL5A1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	COL5A1_P20908	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-COL5A1_P20908-EMDMilliporeOwn_CC077_2587250	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	COL5A1_P20908	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.055	0.15625	-0.6571	-0.5122	5.474	5.548	3.832	2.447	2.360	4.944	4.966	7.087	-0.1278562	7.897	3.075	-2.776	-4.453	5.784	5.548	1.6355	0.22015	-5.086e-03	4.944	5.267	7.977	-2.3024	9.745	0.13387	-0.5864	-0.4240	5.319	5.341	3.719	2.369	2.179	4.785	4.794	6.915	-0.10330	21.33	18.71	11.225	8.404	19.35	20.49	20.55	16.71	11.379	12.69	12.73	8.577	22.88	13.11	7.234	0.270810	-0.2435488	1.2573	143.00	15	FALSE
BMP6	DCN|A	LI8X00521	0.07609	0.05913	0.09635	0.05987	0.04114	0.12769	4.617	A02	DCN|A_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES3p2s3	DCN|A_P07585|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-DCN|A_P07585|1-RnDSystemsOwn_143DE_CWT0514021	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	DCN|A_P07585|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.964	0.14828	-0.6513	-0.4821	5.427	5.507	3.818	2.432	2.352	4.932	4.921	7.052	-0.1163901	7.840	3.083	-2.757	-4.408	5.745	5.507	1.5432	0.22269	-8.772e-03	4.932	5.233	7.922	-2.2684	9.650	0.12494	-0.5912	-0.3983	5.276	5.316	3.702	2.336	2.139	4.772	4.779	6.866	-0.10009	21.17	18.56	11.125	8.368	19.27	20.48	20.57	16.58	11.309	12.67	12.72	8.498	22.69	13.09	7.301	0.563815	-0.5249801	1.2521	157.50	14	FALSE
BMP6	DSG2	LI8X00521	0.08060	0.05550	0.10731	0.05470	0.03568	0.12091	4.123	A02	DSG2_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	DSG2_Q14126	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-DSG2_Q14126-RnDSystemsOwn_947DM_DGL0514101	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	DSG2_Q14126	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.785	0.13418	-0.6217	-0.4411	5.366	5.417	3.790	2.395	2.338	4.850	4.878	6.934	-0.1087379	7.513	3.185	-2.856	-4.511	5.675	5.417	1.0959	0.08228	-1.019e-02	4.850	5.193	7.804	-2.4014	9.587	0.11522	-0.5737	-0.3808	5.228	5.251	3.701	2.315	2.105	4.744	4.749	6.785	-0.09451	21.04	18.41	11.061	8.428	18.82	20.13	20.32	16.15	11.250	12.62	12.71	8.568	22.57	13.11	7.387	0.722476	-0.7405239	1.2169	157.00	15	FALSE
BMP6	ECM1|1	LI8X00521	0.08415	0.06233	0.12429	0.06269	0.04095	0.10408	4.698	A02	ECM1|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	ECM1|1_Q16610|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-ECM1|1_Q16610|1-RnDSystemsOwn_3937EC_FQD0113111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	ECM1|1_Q16610|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.029	0.14726	-0.6454	-0.4875	5.442	5.507	3.837	2.464	2.362	4.956	4.935	7.078	-0.1210782	7.797	3.067	-2.737	-4.432	5.758	5.507	1.5812	0.22466	1.206e-02	4.956	5.266	7.956	-2.2585	9.698	0.12487	-0.5892	-0.3976	5.312	5.351	3.755	2.371	2.167	4.803	4.789	6.890	-0.10179	21.18	18.55	11.115	8.357	19.21	20.34	20.53	16.73	11.300	12.65	12.65	8.476	22.79	13.09	7.260	0.385087	-0.3692763	1.1942	152.00	15	FALSE
BMP6	ELN|3	LI8X00521	0.12691	0.10621	0.22220	0.11035	0.15573	0.23214	10.498	A02	ELN|3_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	ELN|3_P15502|3	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-ELN|3_P15502|3-BioMatrixOwn_5052_7271	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	not_yet_specified	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.690	0.17698	-0.7321	-0.5788	5.874	6.028	4.138	2.791	2.654	5.321	5.302	7.512	-0.1345531	9.644	1.568	-1.871	-3.038	6.108	6.028	2.8846	1.38120	1.190e+00	5.321	5.486	8.231	-1.1815	9.886	0.11291	-0.5529	-0.3519	5.432	5.424	3.812	2.442	2.304	4.872	4.901	6.971	-0.08643	21.58	18.77	10.904	8.080	20.43	21.53	21.20	17.61	11.111	12.28	11.13	8.171	22.60	12.83	6.583	1.052885	-1.0295751	1.2944	95.50	14	FALSE
BMP6	FBN1	LI8X00521	0.09816	0.08615	0.09807	0.08475	0.05366	0.18464	6.310	A02	FBN1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	FBN1_P35555	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-FBN1_P35555-LynnSakaiLabOwn_notavailable_notavailable	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	FBN1_P35555	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.898	0.14958	-0.6426	-0.4809	5.435	5.485	3.785	2.404	2.346	4.898	4.886	7.021	-0.1169424	7.675	3.108	-2.751	-4.418	5.749	5.485	1.4477	0.15548	5.746e-03	4.898	5.227	7.906	-2.2901	9.609	0.12355	-0.5851	-0.4052	5.262	5.299	3.693	2.325	2.146	4.746	4.756	6.839	-0.09954	21.23	18.54	11.100	8.430	19.10	20.34	20.54	16.55	11.299	12.68	12.68	8.550	22.67	13.12	7.389	0.625443	-0.6050162	1.1837	160.00	14	FALSE
BMP6	FN1|1	LI8X00521	0.09056	0.06335	0.11176	0.06226	0.02481	0.12338	3.236	A02	FN1|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	FN1|1_P02751|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-FN1|1_P02751|1-RnDSystemsOwn_1918FN_MQC0914071	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	FN1|1_P02751|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.745	0.11749	-0.6163	-0.4375	5.315	5.371	3.769	2.381	2.276	4.850	4.858	6.924	-0.1112796	7.598	3.140	-2.819	-4.502	5.629	5.371	1.2581	0.14319	-5.065e-03	4.850	5.209	7.792	-2.3747	9.479	0.09776	-0.5621	-0.3635	5.179	5.206	3.678	2.296	2.091	4.708	4.747	6.765	-0.09471	20.78	18.22	10.859	8.270	18.77	20.09	20.29	16.14	11.069	12.58	12.61	8.428	22.53	13.05	7.602	1.147958	-1.1615193	1.0294	190.50	14	FALSE
BMP6	GAP43|1	LI8X00521	0.09279	0.08334	0.11996	0.08264	0.02418	0.11284	2.981	A02	GAP43|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	GAP43|1_P17677|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-GAP43|1_P17677|1-abcamOwn_ab114188_E40314457	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	GAP43|1_P17677|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.952	0.14446	-0.6448	-0.4741	5.401	5.454	3.809	2.425	2.354	4.930	4.895	7.020	-0.1194126	7.592	3.221	-2.836	-4.508	5.725	5.454	1.2715	0.11412	-7.127e-03	4.930	5.253	7.902	-2.3651	9.655	0.12307	-0.5934	-0.4029	5.292	5.323	3.711	2.346	2.129	4.775	4.761	6.880	-0.10105	21.19	18.53	11.102	8.306	18.99	20.17	20.37	16.25	11.276	12.65	12.65	8.428	22.72	13.06	7.253	0.739114	-0.7074420	1.2291	150.00	15	FALSE
BMP6	HA<500kDa	LI8X00521	0.07892	0.06108	0.09039	0.05951	0.03294	0.08615	3.892	A02	HA<500kDa_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	hyaluronic_acid_less_than_500kDa_chebi16336	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	compound-hyaluronic_acid_less_than_500kDa_chebi16336-RnDSystemsOwn_GLR001_1254988	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	LOR-0007	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.015	0.14081	-0.6448	-0.4814	5.434	5.483	3.811	2.441	2.354	4.912	4.912	7.048	-0.1152996	7.751	3.084	-2.765	-4.459	5.741	5.483	1.6095	0.19138	-7.253e-03	4.912	5.245	7.913	-2.2856	9.629	0.12677	-0.5756	-0.3973	5.282	5.318	3.712	2.326	2.125	4.784	4.793	6.860	-0.09780	21.18	18.46	11.103	8.376	19.15	20.36	20.47	16.35	11.279	12.64	12.66	8.518	22.75	13.07	7.341	0.457128	-0.4349621	1.2099	156.00	15	FALSE
BMP6	HA>500kDa	LI8X00521	0.11415	0.07345	0.14885	0.07322	0.03780	0.18871	3.549	A02	HA>500kDa_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	hyaluronic_acid_greater_than_500kDa_chebi16336	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	compound-hyaluronic_acid_greater_than_500kDa_chebi16336-RnDSystemsOwn_GLR002_1308787	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	LOR-0005	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.020	0.15364	-0.6560	-0.4996	5.463	5.517	3.826	2.453	2.361	4.960	4.942	7.063	-0.1215867	7.770	3.053	-2.738	-4.440	5.755	5.517	1.4676	0.17453	1.298e-02	4.960	5.287	7.934	-2.2729	9.694	0.12622	-0.5952	-0.4153	5.300	5.325	3.713	2.337	2.138	4.784	4.800	6.893	-0.10304	21.22	18.55	11.076	8.381	19.13	20.40	20.54	16.49	11.224	12.62	12.66	8.548	22.82	13.08	7.217	0.453924	-0.4288044	1.2756	151.00	15	FALSE
BMP6	ICAM1	LI8X00521	0.09041	0.06250	0.13591	0.06216	0.04345	0.14033	5.059	A02	ICAM1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	ICAM1_P05362	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-ICAM1_P05362-RnDSystemsOwn_720IC_DLA0914091	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	ICAM1_P05362	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.003	0.15055	-0.6434	-0.4919	5.445	5.496	3.810	2.434	2.344	4.898	4.899	7.040	-0.1178151	7.728	3.148	-2.772	-4.439	5.758	5.496	1.6029	0.20907	-6.772e-03	4.898	5.216	7.897	-2.3015	9.597	0.12845	-0.5933	-0.4072	5.273	5.305	3.689	2.309	2.096	4.752	4.772	6.844	-0.10111	21.11	18.46	11.136	8.434	19.08	20.36	20.56	16.45	11.296	12.68	12.74	8.572	22.67	13.13	7.233	0.442757	-0.4168931	1.2603	142.00	15	FALSE
BMP6	ITGA10B1	LI8X00521	0.08554	0.05841	0.10715	0.05943	0.03048	0.08648	3.103	A02	ITGA10B1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	ITGA10B1_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	proteinset-ITGA10B1_Own-RnDSystemsOwn_7827AB_DCSO0312101	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	ITGA10B1_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.790	0.13393	-0.6202	-0.4580	5.388	5.430	3.783	2.377	2.324	4.861	4.881	6.956	-0.1105296	7.565	3.113	-2.776	-4.495	5.677	5.430	1.0902	0.09076	-2.826e-03	4.861	5.247	7.846	-2.2641	9.542	0.11745	-0.5722	-0.3876	5.238	5.265	3.697	2.317	2.092	4.750	4.774	6.818	-0.09745	20.97	18.31	11.006	8.239	19.04	20.24	20.38	16.23	11.203	12.59	12.69	8.380	22.58	13.03	7.416	0.757616	-0.7649063	1.1853	165.00	15	FALSE
BMP6	ITGA2B1	LI8X00521	0.10102	0.08366	0.13547	0.08082	0.04917	0.15704	5.368	A02	ITGA2B1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	ITGA2B1_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	proteinset-ITGA2B1_Own-RnDSystemsOwn_5698A2_STF0413021	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	ITGA2B1_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.867	0.13835	-0.6367	-0.4615	5.349	5.435	3.790	2.386	2.343	4.885	4.876	6.997	-0.1132195	7.704	3.079	-2.779	-4.428	5.681	5.435	1.5913	0.14423	-3.106e-03	4.885	5.223	7.845	-2.3124	9.569	0.11235	-0.5727	-0.3827	5.234	5.268	3.714	2.337	2.114	4.757	4.780	6.809	-0.09726	21.02	18.34	11.032	8.187	19.05	20.30	20.50	16.37	11.207	12.60	12.58	8.355	22.56	13.04	7.357	0.944740	-0.8383965	1.1671	163.00	15	FALSE
BMP6	ITGA3B1	LI8X00521	0.10153	0.09749	0.15152	0.09654	0.02474	0.11881	2.728	A02	ITGA3B1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	ITGA3B1_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	proteinset-ITGA3B1_Own-RnDSystemsOwn_2840A3_NZL1913071	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	ITGA3B1_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.964	0.15816	-0.6716	-0.5027	5.453	5.516	3.802	2.414	2.359	4.914	4.905	7.100	-0.1236957	7.897	3.019	-2.721	-4.378	5.776	5.516	1.8547	0.31346	-2.582e-03	4.914	5.262	7.948	-2.2161	9.697	0.12798	-0.6032	-0.4193	5.299	5.328	3.711	2.350	2.166	4.819	4.802	6.888	-0.10038	21.28	18.70	11.206	8.540	19.28	20.45	20.71	16.80	11.377	12.69	12.75	8.663	22.91	13.16	7.209	0.169725	-0.1632365	1.2791	142.00	15	FALSE
BMP6	ITGA4B1	LI8X00521	0.10275	0.08720	0.12434	0.08865	0.03301	0.17531	3.635	A02	ITGA4B1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	ITGA4B1_Own	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	proteinset-ITGA4B1_Own-RnDSystemsOwn_5668A4_SNE1514081	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	ITGA4B1_Own	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.908	0.14368	-0.6285	-0.4682	5.426	5.500	3.822	2.444	2.351	4.919	4.934	7.028	-0.1122644	7.836	3.017	-2.750	-4.407	5.716	5.500	1.6125	0.25386	-5.046e-03	4.919	5.241	7.902	-2.2812	9.557	0.11696	-0.5814	-0.3914	5.214	5.233	3.692	2.321	2.126	4.754	4.770	6.805	-0.09690	21.12	18.55	11.076	8.379	19.08	20.36	20.41	16.48	11.240	12.61	12.69	8.512	22.59	13.05	7.360	0.647532	-0.6524139	1.1785	157.50	14	FALSE
